PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
CA-W-23204,BUSHONG VINTAGE COMPANY LLC,BUSHONG VINTAGE COMPANY,6994 ESTRELLA RD,SAN MIGUEL,CA,93451,SAN LUIS OSBISPO COUNTY
CA-W-16092,"WAXWING WINE CELLARS, INC.",WAXWING WINE CELLARS,111 INDUSTRIAL WAY #8,BELMONT,CA,94002,SAN MATEO
CA-W-16775,OLD WORLD SPIRITS L.L.C.,OLD WORLD SPIRITS,121 INDUSTRAIL RD #3 AND #4,BELMONT,CA,94002,SAN MATEO
CA-W-15143,LIQUID SKY VINEYARDS,,20075 S CABRILLO HWY,HALF MOON BAY,CA,94019,SAN MATEO
CA-W-16833,TROJAK-KNIER LLC,TK WINERY,151 HARVARD AVE,HALF MOON BAY,CA,94019,SAN MATEO
CA-W-3109,KENDYL COAST CORPORATION,OBESTER WINERY & GARDENS,12341 SAN MATEO RD,HALF MOON BAY,CA,94019,SAN MATEO
CA-W-16099,BARTHOLOMEW AND MARY COLUCCI,BARTERRA,643 MAIN ST,HALF MOON BAY,CA,94019,SAN MATEO
CA-W-17406,"AMARI CELLARS, LLC",AMARI CELLARS,1790 FOREST VIEW AVE,HILLSBOROUGH,CA,94010,SAN MATEO
CA-W-21053,"CLOS DE LA TECH, LLC",CLOS DE LA TECH,1000 FERN HOLLOW RD,LA HONDA,CA,94020,SAN MATEO
CA-W-2999,"WOODSIDE VINEYARDS, LLC",WOODSIDE VINEYARDS,205 CONSTITUTION DR,MENLO PARK,CA,94025,SAN MATEO
CA-W-17696,TRIPLE J CELLARS LLC,,901 PALMETTO AVE,PACIFICA,CA,94044,SAN MATEO
CA-W-2935,"THOMAS FOGARTY WINERY, LLC",THOMAS FOGARTY WINERY,5937 ALPINE RD,PORTOLA VALLEY,CA,94028,SAN MATEO
CA-W-16094,PORTOLA VINEYARDS LLC,,850 LOS TRANCOS RD,PORTOLA VALLEY,CA,94028,SAN MATEO
CA-W-20187,MARTELLA LLC,MARTELLA WINES,5937 ALPINE RD,PORTOLA VALLEY,CA,94028,SAN MATEO
CA-W-15256,"POST & TRELLIS, INC.",LA HONDA WINERY,2645 FAIR OAKS AVE,REDWOOD CITY,CA,94063,SAN MATEO
CA-W-16166,"CLOS DE LA TECH, LLC",CLOS DE LA TECH,1697 INDUSTRIAL RD UNIT 2,SAN CARLOS,CA,94070,SAN MATEO
CA-W-16905,GEORGE BENJAMIN LAMOTTE III,LAMOTTE CELLARS,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,SAN MATEO
CA-W-22458,"VINSMITH, LLC",ATSINA CELLARS,1001 WASHINGTON ST,SAN CARLOS,CA,94070,SAN MATEO
CA-W-22448,"SAVAGE WINE, LLC.",,1001 WASHINGTON ST,SAN CARLOS,CA,94070,SAN MATEO
CA-W-21598,GLORIA J DESIGNS LLC,GLORIA J WINES,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,SAN MATEO
CA-W-21464,FLYING SUITCASE WINES LLC,,915 WASHINGTON ST,SAN CARLOS,CA,94070,SAN MATEO
CA-W-21215,DAVID AND KIM VANCE,ZOETIC WINES,1001 WASHINGTON ST,SAN CARLOS,CA,94070,SAN MATEO
CA-W-3342,"DOMINICK CHIRICHILLO WINES ""LLC""",DOMINICK CHIRICHILLO WINES,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,SAN MATEO
CA-W-21302,ANDREW JAMES WESOLEK,WESOLEK VINEYARD,1001 WASHINGTON ST,SAN CARLOS,CA,94070,SAN MATEO
CA-W-22627,"HUNTER DEHAVEN WINERY, LLC",,915 WASHINTGON ST,SAN CARLOS,CA,94070,SAN MATEO
CA-W-20182,"BEAN CREEK WINERY, LLC",ROUDON-SMITH WINERY,1697 INDUSTRIAL RD,SAN CARLOS,CA,94070,SAN MATEO
CA-W-22808,MICHAEL PATRICK RATKA,SPLIT BARREL CIDER,285 ALLEN RD,WOODSIDE,CA,94062,SAN MATEO
CA-W-15632,GBH VINEYARD LLC,,100 PHILLIP RD,WOODSIDE,CA,94062,SAN MATEO
CA-W-1859,"JARED A. ANDERSON (GP), SPECTRUM VINTAGES LTD (LP)",CHAINE D'OR VINEYARDS,140 SUNRISE DR,WOODSIDE,CA,94062,SAN MATEO
CA-W-17670,WOODSIDE FARM VINEYARD LLC,WOODSIDE FARM VINEYARD,1 VINTAGE CT,WOODSIDE,CA,94062,SAN MATEO
CA-W-22233,"D'VINE INTERVENTION, LLC",D'VINE INTERVENTION,110 DODD CT,AMERICAN CANYON,CA,94503,NAPA
CA-W-15806,DEAN THOMAS HART,RIGART GARAGE WINERY,89 DONALDSON WAY,AMERICAN CANYON,CA,94503,NAPA
CA-W-23218,FOUR BEARS WINERY LLC,FOUR BEARS WINERY,205 JIM OSWALT WAY STE A,AMERICAN CANYON,CA,94503,NAPA
CA-W-22625,"HIDDEN RIDGE VINEYARD, LLC",IMMORTAL ESTATE,100 NAPA JUNCTION RD,AMERICAN CANYON,CA,94503,NAPA
CA-W-22809,"INFINITY BOTTLING, LLC",,677 HANNA DR STE B,AMERICAN CANYON,CA,94503,NAPA
CA-W-22733,"LAIRD FAMILY ESTATE, LLC",SUNRISE RANCH WINERY,1 KIRKLAND RANCH RD,AMERICAN CANYON,CA,94503,NAPA
CA-W-16829,"MARK HEROLD WINES, LLC",MARK HEROLD WINES,100 NAPA JUNCTION RD,AMERICAN CANYON,CA,94503,NAPA
CA-W-21318,MARK STANLEY,GOLDEN BROOK VINTNERS,212 GOLDEN BROOK LANE,AMERICAN CANYON,CA,94503,NAPA
CA-W-16147,MAS WINE COMPANY LLC,MAS WINE CO.,205 JIM OSWALT WAY SUITE A,AMERICAN CANYON,CA,94503,NAPA
CA-W-21353,"MIOCENE WINE, LLC",NAPA JUNCTION CUSTOM CRUSH,100 NAPA JUNCTION RD,AMERICAN CANYON,CA,94503,NAPA
CA-W-23253,"NAKEDWINES.COM, INC.","NAKEDWINES.COM, INC.",677 HANNA DR STE B,AMERICAN CANYON,CA,94503,NAPA
CA-W-22810,POPCORN DESIGN LLC,PROSPECT BRANDS,677 HANNA DR STE B,AMERICAN CANYON,CA,94503,NAPA
CA-W-22301,"ROOTS RUN DEEP, LLC",,1 KIRKLAND RANCH RD,AMERICAN CANYON,CA,94503,NAPA
CA-W-3424,THE HESS COLLECTION WINERY,,1166 COMMERCIAL BLVD,AMERICAN CANYON,CA,94503,NAPA
CA-W-21876,"VINTAGE SUPPLY PARTNERS, LLC",,205 JIM OSWALT WAY STE A,AMERICAN CANYON,CA,94503,NAPA
CA-W-20293,"WORLD'S END, LLC",WORLD'S END,100 NAPA JUNCTION RD,AMERICAN CANYON,CA,94503,NAPA
CA-W-17717,"PLATA WINE PARTNERS, LLC",,677 HANNA DR SUITE B,AMERICAN CYN,CA,94503,NAPA
CA-W-17810,"WINERY EXCHANGE, INC.",,1 KIRKLAND RNCH,AMERICAN CYN,CA,94503,NAPA
CA-W-16564,"ADAMVS, LLC",ADAMVS,555 COLLEGE AVE,ANGWIN,CA,94508,NAPA
CA-W-20382,AHA PARTNERS LLC,MEMENTO MORI,335 WEST LN,ANGWIN,CA,94508,NAPA
CA-W-22109,"AMB WINE CELLARS, LLC",AMB WINE CELLARS,335 WEST LN,ANGWIN,CA,94508,NAPA
CA-W-16476,"ARKENSTONE VINEYARDS, LLC",ARKENSTONE VINEYARDS,335 WEST LN,ANGWIN,CA,94508,NAPA
CA-W-22708,"ARS FERMENTUM, LLC",ARS FERMENTUM,2475 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-21580,"AS VINEYARDS, LLC",SODHANI WINERY,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-22756,BEATTY WINES LLC,,2000 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-22177,"BLACK SEARS ESTATE WINES, LLC",BLACK SEARS,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-22926,"BLANTON FAMILY VINEYARDS, LLC",SELAH WINES,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-16653,"BLUE HALL, LLC",BLUE HALL VINEYARD,994 WHITE COTTAGE RD,ANGWIN,CA,94508,NAPA
CA-W-2937,"CHIARELLO FAMILY VINEYARDS, LLC",CHIARELLO FAMILY VINEYARDS,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-16973,"CORNELL FARMS, LLC",CORNELL FARMS,335 WEST LN,ANGWIN,CA,94508,NAPA
CA-W-3084,"DIAMOND TERRACE VINEYARDS, LLC",DIAMOND TERRACE,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-20010,DIAMOND VINE LLC,PADIS VINEYARDS,1300 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-21676,DREAM SIECKERS LLC,,994 WHITE COTTAGE RD N,ANGWIN,CA,94508,NAPA
CA-W-1159,"DUNN VINEYARDS, LLC",,805 WHITE COTTAGE RD,ANGWIN,CA,94508,NAPA
CA-W-22653,"DUTCH CANYON, LLC",HEIMARK FAMILY VINEYARD,335 WEST LN,ANGWIN,CA,94508,NAPA
CA-W-2782,DYER STRAITS WINE COMPANY LLC,DYER STRAITS WINE COMPANY,335 W LANE,ANGWIN,CA,94508,NAPA
CA-W-22543,FAIRCHILD NAPA VALLEY LLC,FAIRCHILD NAPA VALLEY,335 WEST LN,ANGWIN,CA,94508,NAPA
CA-W-16041,"FIVE VINES, LLC",,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-21197,"HEIBEL RANCH VINEYARDS, LLC",HEIBEL RANCH VINEYARDS,2000 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-15943,"HOWELL MOUNTAIN VINEYARD COMPANY, LLC",BRAVANTE VINEYARDS,330 STONERIDGE RD,ANGWIN,CA,94508,NAPA
CA-W-17370,"J. PETERSON FAMILY WINE COMPANY, LLC",SWITCHBACK RIDGE,1300 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-16493,"JACKSON FAMILY WINES, INC.",LA JOTA WINERY,1102 LAS POSADAS RD,ANGWIN,CA,94508,NAPA
CA-W-15389,JAMES KELLOGG WHEAT,29 SONGS,716 LIPARITA RD,ANGWIN,CA,94508,NAPA
CA-W-16913,"LAIL VINEYARDS, LLC",LAIL VINEYARDS,335 WEST LN,ANGWIN,CA,94508,NAPA
CA-W-22952,LM SHELTON VINEYARD LLC,CAMI VINEYARDS,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-22480,MAXEM WINES LLC,MAXEM WINES,335 WEST LN,ANGWIN,CA,94508,NAPA
CA-W-22774,MCSCHERK GRAPE HOLDINGS LLC,SKYBORN WINES,1181 LAS POSADAS RD,ANGWIN,CA,94508,NAPA
CA-W-16018,METEOR VINEYARD LLC,METEOR VINEYARD,335 WEST LANE,ANGWIN,CA,94508,NAPA
CA-W-2824,"NEAL FAMILY VINEYARDS, LLC",NEAL FAMILY VINEYARDS,716 LIPARITA RD,ANGWIN,CA,94508,NAPA
CA-W-3085,O'SHAUGHNESSY DEL OSO LLC,,1150 FRIESEN DR,ANGWIN,CA,94508,NAPA
CA-W-3523,"OUTPOST WINES, LLC",OUTPOST WINES,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-21863,"PUAMANA, LLC",ACCENDO CELLARS,335 WEST LN,ANGWIN,CA,94508,NAPA
CA-W-21280,"RED THREAD WINE COMPANY, LLC",RED THREAD WINE COMPANY,2000 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-3055,"ROBERT CRAIG WINERY, L.P.",,2475 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-15080,"ROBERT FOLEY, LLC",ROBERT FOLEY VINEYARDS,1300 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-16756,"SCHRADER CELLARS, LLC",SCHRADER CELLARS,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-15906,"SEAVER VINEYARDS, LLC",SEAVER VINEYARDS,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-20342,SPENCE VINEYARDS LLC,,994 WHITE COTTAGE RD N,ANGWIN,CA,94508,NAPA
CA-W-15205,"STONEWRITER, LLC",,1976 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-15578,"SUMMIT LAKE VINEYARDS & WINERY, LLC",SUMMIT LAKE VINEYARDS,2000 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-22387,TESSERON VINEYARDS,,2610 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-23268,TOURELLE LLC,OUTPOST WINES,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-21611,"TRAVAIL ESTATE, LLC",TRAVAIL ESTATE,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA
CA-W-22420,"VILLA ENCINAL PARTNERS, L.P.",,150 WHITE COTTAGE RD S,ANGWIN,CA,94508,NAPA
CA-W-16149,"VILLA ENCINAL PARTNERS, L.P.",CADE WINERY,360 HOWELL MOUNTAIN RD,ANGWIN,CA,94508,NAPA
CA-W-21651,"ECLIPSE ASSETS, LLC",HINDSIGHT VINEYARDS,2383 MORA AVE,CALISTGOA,CA,94515,NAPA
CA-W-22429,1510 LIQUOR LLC,,1510 DIAMOND MOUNTAIN RD,CALISTOGA,CA,94515,NAPA
CA-W-22287,1520 LIQUOR LLC,,1520 DIAMOND MOUNTAIN RD,CALISTOGA,CA,94515,NAPA
CA-W-20529,"2880 WINES, LLC",,2880 FOOTHILL BLVD,CALISTOGA,CA,94515,NAPA
CA-W-20393,"AMICI CELLARS, INC.",AMICI,3130 OLD LAWLEY TOLL RD,CALISTOGA,CA,94515,NAPA
CA-W-15265,ANA MARIA BECKER & GILBERT SCOTT BECKER,BOODEAUX VINEYARDS,1111 BERRY ST,CALISTOGA,CA,94515,NAPA
CA-W-21411,"ARROYO WINERY, LLC",,2280 GREENWOOD AVE,CALISTOGA,CA,94515,NAPA
CA-W-21344,"ARTISAN WINES OF CALIFORNIA, LLC",ARTISAN WINES OF CALIFORNIA,1391 TUCKER RD,CALISTOGA,CA,94515,NAPA
CA-W-2967,AUBERT WINEGROWING INCORPORATED,AUBERT WINES,333 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-16603,"BARLOW VINEYARDS, LLC",BARLOW VINEYARDS,4550 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-3463,BENNETT LANE WINERY LLC,BENNETT LANE WINERY,3340 HIGHWAY 128,CALISTOGA,CA,94515,NAPA
CA-W-22460,BOARS' VIEW LLC,BOARS' VIEW,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-16424,"BRAGG VINEYARDS, LLC",BRAGG VINEYARDS,2020 CEDAR ST,CALISTOGA,CA,94515,NAPA
CA-W-21869,"BRIAN ARDEN WINES HOLDINGS, INC.",BRIAN ARDEN WINES,331 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-16516,BROOKS AND DOHERTY LLC,,1715 N OAK ST,CALISTOGA,CA,94515,NAPA
CA-W-16845,"BRYAN HENRY, RICHARD HENRY & MICHAEL TRUJILLO",KARL LAWRENCE CELLARS,3718 N. SAINT HELENA HWY,CALISTOGA,CA,94515,NAPA
CA-W-15093,"C. BECK, LLC",C. BECK WINERY,2424 JANIS WAY,CALISTOGA,CA,94515,NAPA
CA-W-16660,"CANARD VINEYARDS, LLC",CANARD VINEYARDS,4550 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-23275,CASTELLUCCI NAPA VALLEY LLC,CASTELLUCCI NAPA VALLEY,4455 ST HELENA HWY N,CALISTOGA,CA,94515,NAPA
CA-W-15348,"CEDERQUIST WINE COMPANY, LLC",CEDERQUIST WINE COMPANY,5136 SHARP RD,CALISTOGA,CA,94515,NAPA
CA-W-1897,CHARLES LELAND JOHNSTON III,HELENA VIEW JOHNSTON VINEYARDS WINERY,3500 STATE HIGHWAY 128,CALISTOGA,CA,94515,NAPA
CA-W-15661,"CHECKERBOARD VINEYARDS, LLC",CHECKERBOARD VINEYARDS,4331 AZALEA SPRINGS WAY,CALISTOGA,CA,94515,NAPA
CA-W-22526,"CLIF BAR FAMILY WINERY AND FARM, LLC",CLIF FAMILY WINERY,4550 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-15569,"CLIF BAR FAMILY WINERY AND FARM, LLC",CLIF FAMILY WINERY,3130 OLD LAWLEY TOLL RD,CALISTOGA,CA,94515,NAPA
CA-W-22870,CRAIG S. HANDLY,TERROIR NAPA VALLEY,4550 N SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-853,"CUVAISON, INC.",CUVAISON WINERY,4550 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-15315,"D-CUBED CELLARS, INC.",D-CUBED CELLARS,1091 LARKMEAD LN,CALISTOGA,CA,94515,NAPA
CA-W-21347,"DAILY CELLARS, LLC",,4550 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-21702,DAVIS ESTATES LLC,DAVIS ESTATES,4060 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-22210,"DIAMOND CREEK VINEYARDS WINERY, LLC",DIAMOND CREEK VINEYARDS,1500 DIAMOND MOUNTAIN RD,CALISTOGA,CA,94515,NAPA
CA-W-2016,DIAMOND MOUNTAIN VINEYARD,,2121 DIAMOND MOUNTAIN RD,CALISTOGA,CA,94515,NAPA
CA-W-22775,"DONGYI INTERNATIONAL, LLC",CONSTANT DIAMOND MOUNTAIN VINEYARD,2121 DIAMOND MOUNTAIN RD,CALISTOGA,CA,94515,NAPA
CA-W-22898,"ENCROACHMENT WINES, LLC",,4708 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-15908,"ENVY WINES, LLC",ENVY WINES,1170 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-22102,"FAIRWINDS ESTATE, LLC",FAIRWINDS ESTATE,4550 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-23111,"FLINT KNOLL, LLC",,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-2649,"FRANK FAMILY VINEYARDS, LLC",FRANK FAMILY VINEYARDS,1091 LARKMEAD LN,CALISTOGA,CA,94515,NAPA
CA-W-16280,"FULTON FAMILY WINERY, INC",,263 PETRIFIED FOREST RD,CALISTOGA,CA,94515,NAPA
CA-W-22744,GAMLING & MC DUCK INC,,331 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-22961,GIRARD WINERY LLC,GIRARD WINERY,1077 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA
CA-W-21528,"HOBEL WINES, LLC",HOBEL,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-22669,"HOUDINI, INC.",,4550 N SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-17265,"HUDSON WINE COMPANY, LLC",SCARLETT WINES,1170 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-17386,"J. CELLARS INVESTMENTS, LLC",JOSEPH CELLARS,4455 ST. HELENA HWY,CALISTOGA,CA,94515,NAPA
CA-W-21210,J3 WINE PARTNERS LLC,TANK GARAGE WINERY,1020 FOOTHILL BLVD STE C,CALISTOGA,CA,94515,NAPA
CA-W-16488,"JACKSON FAMILY WINES, INC.",SPIRE COLLECTION,3299 BENNETT LN,CALISTOGA,CA,94515,NAPA
CA-W-21617,"JAX VINEYARDS, LLC",,4708 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-15261,JEFFREY SCOTT SMITH,DUSINBERRE,1111 BERRY ST,CALISTOGA,CA,94515,NAPA
CA-W-3329,JERICHO CANYON VINEYARDS LLC.,JERICHO CANYON VINEYARDS,3292 OLD LAWLEY TOLL RD,CALISTOGA,CA,94515,NAPA
CA-W-2258,"JONES FAMILY WINERY, LLC",JONES FAMILY WINERY,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-21864,KAISER FAMILY WINERY INC,,2280 GREENWOOD AVE,CALISTOGA,CA,94515,NAPA
CA-W-17060,"KENEFICK RANCHES WINERY, LLC","KENEFICK RANCHES, LLC",4550 SILVERADO TRAIL,CALISTOGA,CA,94515,NAPA
CA-W-21392,KERWIN ESTATE LLC,EISELE VINEYARD ESTATE,2155 PICKETT RD,CALISTOGA,CA,94515,NAPA
CA-W-20050,"KRILL FAMILY VINEYARDS, LLC",KRILL FAMILY VINEYARDS,3718 N ST HELENA HWY,CALISTOGA,CA,94515,NAPA
CA-W-16589,"L'ANGEVIN, LLC",L'ANGEVIN,4550 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-15556,"LAMBORN FAMILY WINE COMPANY, LP","LFWC MANAGEMENT, INC. GENERAL PARTNER",4455 N ST HELENA HWY,CALISTOGA,CA,94515,NAPA
CA-W-15363,LARKMEAD VINEYARDS,,1100 LARKMEAD LN,CALISTOGA,CA,94515,NAPA
CA-W-3212,"LAURA MICHAEL WINES, INC.",LAURA MICHAEL WINES,2250 LAKE COUNTY HWY,CALISTOGA,CA,94515,NAPA
CA-W-20314,"LEGENDARY MERMAID, LP SAME ROPE ENTERPRISES, LLC, GP",LA SIRENA WINES,4455 N ST HELENA HWY,CALISTOGA,CA,94515,NAPA
CA-W-17660,"LEVY & MCCLELLAN, LLC",LEVY & MCCLELLAN,4331 AZALEA SPRINGS WAY,CALISTOGA,CA,94515,NAPA
CA-W-17137,"M.T. BOTTLES, LLC",THE GRADE CELLARS,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-23081,MACAULEY WINE CORPORATION,MACAULEY VINEYARDS,4708 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-17235,MALDONADO WINES LLC,MALDONADO VINEYARDS,3070 OLD LAWLEY TOLL RD,CALISTOGA,CA,94515,NAPA
CA-W-17484,MANUEL & MARIA FRIAS,FRIAS FAMILY VINEYARD,4550 N SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-17087,MASSICAN LLC,MASSICAN,1518 FILMORE ST,CALISTOGA,CA,94515,NAPA
CA-W-16794,MATTHEW ST JOHNS REID & MARTHA LAMAR WEBB,PWR WINES,1311 PINE ST,CALISTOGA,CA,94515,NAPA
CA-W-22422,"MAUREZE FINK WINEGROWERS, LLC",,331 SILVERADO TRAIL TRL,CALISTOGA,CA,94515,NAPA
CA-W-16058,MC WINES LLC,MC WINES,1170 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-16129,"MELISSA KELLY WINES, LLC",,3718 ST HELENA HWY,CALISTOGA,CA,94515,NAPA
CA-W-23306,"MIDNIGHT ROSE, LLC",MIDNIGHT ROSE,331 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-22919,"MOJAVE WINES, LLC",,2339 PICKETT RD,CALISTOGA,CA,94515,NAPA
CA-W-16532,NILE B. ZACHERLE & WHITNEY B. FISHER,ZACHERLE,1501 CEDAR ST,CALISTOGA,CA,94515,NAPA
CA-W-1927,OAT HILL CORPORATION,DUTCH HENRY WINERY,4300 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-3336,"OLABISI, LLC",OLABISI,1617 CEDAR ST,CALISTOGA,CA,94515,NAPA
CA-W-17146,"OLD VINE WINE PARTNERS, LLC",T-VINE CELLARS,810 FOOTHILL BLVD,CALISTOGA,CA,94515,NAPA
CA-W-2854,"PAHLMEYER, LLC",,1111 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA
CA-W-20233,"PALISADES WINE COMPANY, LLC",PALISADES WINE COMPANY,3130 OLD LAWLEY TOLL RD,CALISTOGA,CA,94515,NAPA
CA-W-17773,"PAOLETTI ESTATES WINERY, INC.",PAOLETTI WINERY,4501 SILVERADO TRAIL,CALISTOGA,CA,94515,NAPA
CA-W-21579,PAUL NELSON ARDZROONI AND GENEVIEVE ROSE ARDZROONI,WENDLING VINEYARDS,31 TERRACE DR,CALISTOGA,CA,94515,NAPA
CA-W-17392,"PAVITT FAMILY VINEYARDS, LLC",PHIFER PAVITT WINES,4660 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-21075,"PHILLIPS FAMILY FARMING, LLC",VINEHILL RANCH,2339 PICKETT RD,CALISTOGA,CA,94515,NAPA
CA-W-17113,"PICKETT ROAD WINE COMPANY, LLC",PICKETT ROAD WINE COMPANY,2339 PICKETT RD,CALISTOGA,CA,94515,NAPA
CA-W-21687,"PIPER CELLARS, LLC",ROY PIPER WINES,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-16378,"PORTALUPI WINE COMPANY, INC.",PORTALUPI WINE COMPANY,1170 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-1124,RALPH E. WERMUTH,WERMUTH WINERY,3942 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-23151,"RICHARD S. GOETZ & COMPANY, INC.",RANCHO COYOTE VINEYARDS & WINERY,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-16350,"RIOS WINE COMPANY, LLC",RIOS WINE COMPANY,3070 OLD LAWLEY TOLL RD,CALISTOGA,CA,94515,NAPA
CA-W-15737,"RISA WINES, LLC",TERISA,1618 CEDAR ST,CALISTOGA,CA,94515,NAPA
CA-W-303,SCHRAMSBERG VINEYARDS COMPANY,J DAVIES,1400 SCHRAMSBERG RD,CALISTOGA,CA,94515,NAPA
CA-W-22253,"SENS3S, LLC",,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-22150,"SEPIA WINES, LLC",,817 LOMMEL RD,CALISTOGA,CA,94515,NAPA
CA-W-22750,"SHIBUMI KNOLL VINEYARDS, LLC",,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-15140,SHYPOKE VINEYARD LLC,,2882 FOOTHILL BLVD,CALISTOGA,CA,94515,NAPA
CA-W-22728,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,1183 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA
CA-W-21961,STANDING JOURNEY LLC,CHATEAU MONTELENA,1429 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-2406,"STORYBOOK MOUNTAIN WINERY, INC.",,3835 STATE HIGHWAY 128,CALISTOGA,CA,94515,NAPA
CA-W-3611,"SUMMERS WINERY, LLC",VILLA ANDRIANA,1171 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-16946,"TAMBER BEY VINEYARDS, LLC",TAMBER BEY VINEYARDS,1251 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-22213,TEALE CREEK ASSOCIATES,VON STRASSER WINERY,965 SILVERADO TRL,CALISTOGA,CA,94515,NAPA
CA-W-15275,"TEDESCHI COMPANY, LLC",TEDESCHI FAMILY WINERY,2779 GRANT ST,CALISTOGA,CA,94515,NAPA
CA-W-3008,TFT #5 LTD.,TEACHWORTH WINERY,4451 ST. HELENA HWY,CALISTOGA,CA,94515,NAPA
CA-W-21431,"THE HALCYON SYNDICATE LTD., LLC",MARITIME WINE TRADING COLLECTIVE,3718 ST HELENA HWY N,CALISTOGA,CA,94515,NAPA
CA-W-22746,"THE SETTING WINES, LLC",THE SETTING WINES,1170 TUBBS LN,CALISTOGA,CA,94515,NAPA
CA-W-15037,"THE WINE GARAGE, INC.",WINE GARAGE,1020 UNIT C FOOTHILL BLVD,CALISTOGA,CA,94515,NAPA
CA-W-21917,THEOREM VINEYARDS LLC,THEOREM VINEYARDS,255 PETRIFIED FOREST RD,CALISTOGA,CA,94515,NAPA
