,Unnamed: 0,Unnamed: 0.1,address,business type,city,lat,long,names,number of yelp reviews,yelp rating,zip
11,11,11.0,2323 B 4th St,Wine Tours,Berkeley,37.86238,-122.29763,Urbano Cellars,50.0,4.5,94710.0
12,12,12.0,33853 Palomares Rd,Wineries,Castro Valley,37.63760300000001,-121.960752,Chouinard Winery,62.0,4.0,94552.0
13,13,13.0,34329 Palomares Rd,Wineries,Castro Valley,37.63538,-121.95699,Westover and Palomares Vineyards,111.0,4.5,94552.0
14,14,14.0,633 Kalthoff Common,Wineries,Livermore,37.62949,-121.79078,Tenuta Vineyards,160.0,4.0,94550.0
15,15,15.0,10843 Reuss Rd,Wineries,Livermore,37.6483855,-121.6517948,Cedar Mountain Winery,16.0,4.5,94550.0
16,16,16.0,3053 Marina Ave,Wineries,Livermore,37.65442,-121.75716,Rodrigue Molyneaux Winery,57.0,4.5,94550.0
17,17,17.0,5443 Tesla Rd,Wineries,Livermore,37.6641731262207,-121.72805023193399,The Steven Kent Winery,121.0,4.0,94550.0
18,18,18.0,2407 Research Dr,Wineries,Livermore,37.67547938550629,-121.71997388916701,Wood Family Vineyards,62.0,4.5,94550.0
19,19,19.0,6500 Tesla Rd,Wineries,Livermore,37.666599273681605,-121.713821411133,Rios-Lovell Estate Winery,108.0,3.5,94550.0
20,20,20.0,2271 S Vasco Rd,Wine Bars,Livermore,37.6760742,-121.7193931,Embodied Wines,23.0,4.5,94550.0
21,21,21.0,7986 Tesla Rd,Wineries,Livermore,37.667075189573104,-121.698093636021,Garre Winery,170.0,3.5,94550.0
22,22,22.0,2245 S Vasco Rd,Wine Tasting Room,Livermore,37.676516,-121.719274,Nottingham Cellars,81.0,4.5,94550.0
23,23,23.0,10017 Tesla Rd,Wineries,Livermore,37.65584000000001,-121.67083,Eagle Ridge Vineyard,41.0,4.5,94550.0
24,24,24.0,5143 Tesla Rd,Wineries,Livermore,37.66434,-121.73106,Tesla Vintners,70.0,4.0,94550.0
25,25,25.0,9309 Tesla Rd,Wineries,Livermore,37.6622,-121.67559,Boaventura de Caires Vineyard,78.0,4.0,94550.0
26,26,26.0,2481 Buena Vista Ave,Wineries,Livermore,37.666832,-121.736017,Mitchell Katz Winery,119.0,4.0,94550.0
27,27,27.0,10017 Tesla Rd,Wineries,Livermore,37.65584000000001,-121.67083,Eagle Ridge Vineyard,41.0,4.5,94550.0
28,28,28.0,6500 Tesla Rd,Wineries,Livermore,37.6666,-121.71382,San Francisco Bay Winery,3.0,4.5,94550.0
29,29,29.0,777 Southland Dr,Property Management,Hayward,37.65228,-122.10548,The HLW Group,7.0,4.5,94545.0
30,30,30.0,7000 Tesla Rd,Wineries,Livermore,37.6663246154785,-121.707382202148,Darcie Kent Vineyards,109.0,4.5,94550.0
31,31,31.0,1356 S Livermore Ave,Wineries,Livermore,37.6723545000902,-121.752962332294,Retzlaff Vineyards,199.0,4.0,94550.0
32,32,32.0,5455 Greenville Rd,Wineries,Livermore,37.650022,-121.702125,Bent Creek Winery,202.0,4.5,94550.0
33,33,33.0,1828 Wetmore Rd,Wineries,Livermore,37.6459199,-121.77052,Las Positas Vineyards,97.0,4.0,94550.0
34,34,34.0,7878 Cedar Mountain Rd,Wineries,Livermore,37.6505402,-121.6971729,Caddis Winery,13.0,4.5,94550.0
35,35,35.0,3585 Greenville Rd,Wineries,Livermore,37.670426,-121.697879,Livermore Valley Wine Country,12.0,4.0,94550.0
36,36,36.0,360 Park St,Italian,Moraga,37.86042800000001,-122.12657,Ristorante Amoroma,136.0,4.0,94556.0
37,37,37.0,4948 Tesla Rd,Wineries,Livermore,37.666328430175795,-121.733695983887,Stony Ridge Winery,28.0,3.5,94550.0
38,38,38.0,2400 Arroyo Rd,Wineries,Livermore,37.6549695,-121.7680594,Cuda Ridge Wines,46.0,4.5,94550.0
39,39,39.0,737 Lamar St,Wineries,Los Angeles,34.063686100000005,-118.2238476,San Antonio Winery,1222.0,4.0,90031.0
40,40,40.0,1960 S Livermore Ave,Wineries,Livermore,37.66907,-121.74673,Page Mill Winery,104.0,4.0,94550.0
41,41,41.0,5443 Tesla Rd,Wineries,Livermore,37.6641731262207,-121.72805023193399,The Steven Kent Winery,121.0,4.0,94550.0
42,42,42.0,7986 Tesla Rd,Wineries,Livermore,37.667075189573104,-121.698093636021,Garre Winery,170.0,3.5,94550.0
43,43,43.0,2271 S Vasco Rd,Wineries,Livermore,37.67594866027071,-121.719240467413,Longevity Wines,61.0,4.0,94550.0
44,44,44.0,4590 Tesla Rd,Wineries,Livermore,37.665962219238295,-121.739677429199,Concannon Vineyard,493.0,3.5,94550.0
45,45,45.0,2127 S Vasco Rd,Wineries,Livermore,37.6771,-121.71984,Omega Road Winery,9.0,5.0,94550.0
46,46,46.0,,Wineries,Oakland,37.8274,-122.25379,Free Range Flower Winery,5.0,5.0,94620.0
47,47,47.0,2102 Dennison St,Wineries,Oakland,37.77968660000001,-122.2401139,Stage Left Cellars,14.0,4.5,94606.0
48,48,48.0,2301 Monarch St,Wineries,Alameda,37.7835978,-122.3088041,Rock Wall Wine Company,510.0,4.0,94501.0
49,49,49.0,477 25th St,Venues & Event Spaces,Oakland,37.81427,-122.267395,twomile,24.0,4.5,94612.0
50,50,50.0,910 81st Ave,Wineries,Oakland,37.7511978149414,-122.186981201172,Enat Winery,5.0,5.0,94621.0
51,51,51.0,4115 Telegraph Ave,Beer Gardens,Oakland,37.8303327266535,-122.264366671443,Temescal Brewing,200.0,4.0,94609.0
52,52,52.0,400 Vineyard Ave,Wineries,Pleasanton,37.6520213,-121.8057812,Ruby Hill Winery,213.0,4.0,94566.0
53,53,53.0,400 Vineyard Ave,Wineries,Pleasanton,37.6520213,-121.8057812,Ruby Hill Winery,213.0,4.0,94566.0
54,54,54.0,346 Earhart Way,Wine Tasting Room,Livermore,37.69859,-121.81287,Rosa Fierro Cellars,2.0,5.0,94551.0
55,55,55.0,5565 Tesla Rd,Wine Tasting Room,Livermore,37.6647,-121.72538,Wente Vineyards Estate Winery & Tasting Room,458.0,4.0,94550.0
56,56,56.0,2102 Dennison St,Wine Tasting Room,Oakland,37.77968660000001,-122.2401139,C̫te West,8.0,5.0,94606.0
57,57,57.0,73 Main St,Wineries,Sutter Creek,38.39373,-120.80345,BellaGrace Vineyards,40.0,4.5,95685.0
58,58,58.0,16030 Hwy 49,Wineries,Drytown,38.4461311943115,-120.860944729915,Drytown Cellars,50.0,4.5,95699.0
59,59,59.0,8039 Greenback Ln,"Beer, Wine & Spirits",Citrus Heights,38.679402,-121.2649167,The Wine Consultant,10.0,4.5,95610.0
60,60,60.0,14167 Main St,"Beer, Wine & Spirits",Amador City,38.41838352626,-120.824215256785,Binz Wines,2.0,5.0,95601.0
61,61,61.0,22355 Lawrence Rd,Wineries,Fiddletown,38.533952,-120.730208,Morse Wines / Il Gioiello Winery,24.0,4.5,95629.0
62,62,62.0,21390 Ostrom Rd,Wineries,Fiddletown,38.51949000000001,-120.75727,Distant Cellars,11.0,5.0,95629.0
63,63,63.0,18590 State Hwy 49,Wineries,Plymouth,38.479426200000006,-120.8459217,Amador 360 Winery Collective,25.0,4.0,95669.0
64,64,64.0,20161 American Flat Rd,Bed & Breakfast,Fiddletown,38.501168,-120.759367,Casa de la Pradera,7.0,5.0,95689.0
65,65,65.0,85 Main St,Wine Tasting Room,Sutter Creek,38.394843,-120.80343,Matthew Gibson Winery,8.0,5.0,95685.0
66,66,66.0,331 State Hwy 49,American (Traditional),Coloma,38.80056,-120.89036000000002,The Argonaut Farm to Fork Cafe,99.0,4.5,95613.0
67,67,67.0,12225 Steiner Rd,Wineries,Plymouth,38.541032,-120.7959128,Renwood Winery,278.0,4.5,95669.0
68,68,68.0,3151 State Hwy 88,Wineries,Ione,38.3090663717754,-120.968914031982,Clos Du Lac Cellars-Greenstone Winery,3.0,4.0,95640.0
69,69,69.0,13120 Willow Creek Rd,Wineries,Plymouth,38.39977,-120.90803,Tanis Vineyards Winery,33.0,5.0,95669.0
70,70,70.0,18590 State Hwy 49,Wineries,Plymouth,38.479426200000006,-120.8459217,Amador 360 Winery Collective,25.0,4.0,95669.0
71,71,71.0,5681 Lonetree Blvd,Bowling,Rocklin,38.81242602541671,-121.288633346558,Strikes Unlimited,286.0,3.0,95765.0
72,72,72.0,10861 Shenandoah Rd,Wineries,Plymouth,38.51823,-120.82371,Stonehouse Vineyards & Winery,10.0,4.0,95669.0
73,73,73.0,12300 Steiner Rd,Wineries,Plymouth,38.536735534668004,-120.792724609375,Shenandoah Vineyards,20.0,3.5,95669.0
74,74,74.0,11001 Valley Dr,Wineries,Plymouth,38.5281564370335,-120.817085891327,TKC Vineyards and Winery,11.0,4.0,95669.0
75,75,75.0,10590 Shenandoah Rd,Wineries,Plymouth,38.5021228,-120.8279065,Bray Vineyards,51.0,4.0,95669.0
76,76,76.0,82 Main St,Wineries,Sutter Creek,38.39470170000001,-120.8032186,Baiocchi Wines & Vineyards,17.0,4.5,95685.0
77,77,77.0,19890 Shenandoah Rd,Wineries,Plymouth,38.496624498118,-120.825149998652,Wilderotter Vineyard,70.0,4.0,95669.0
78,78,78.0,12500 Steiner Rd,Wineries,Plymouth,38.540261,-120.791008,Amador Foothill Winery,4.0,4.0,95669.0
79,79,79.0,11555 Shenandoah Rd,Wineries,Plymouth,38.5312935921449,-120.812151748457,Helwig Vineyards and Winery,171.0,4.0,95669.0
80,80,80.0,10776 Shenandoah Rd,Wine Tasting Room,Plymouth,38.516310343902,-120.822064108663,Jeff Runquist Winery & Tasting Room,123.0,4.5,95669.0
81,81,81.0,10851 Shenandoah Rd,Wineries,Plymouth,38.517371,-120.82398899999998,Turley Wine Cellars,54.0,3.5,95669.0
82,82,82.0,20680 Shenandoah School Rd,Wineries,Plymouth,38.509501,-120.801595,Terra d'Oro Winery,71.0,4.0,95669.0
83,83,83.0,11970 Shenandoah Rd,Wineries,Plymouth,38.529638,-120.80064099999998,Karmere Vineyards & Winery,156.0,4.5,95669.0
84,84,84.0,12505 Steiner Rd,Wineries,Plymouth,38.54289,-120.784263,Dobra Zemlja Winery,61.0,4.0,95669.0
85,85,85.0,22715 Upton Rd,Wineries,Plymouth,38.54532664184049,-120.803284950446,BellaGrace Vineyards,33.0,4.5,95669.0
86,86,86.0,12557 Steiner Rd,Wineries,Plymouth,38.5398694238257,-120.789407222229,Charles Spinetta Winery & Wildlife Art Gallery,36.0,3.5,95669.0
87,87,87.0,10525 Bell Rd,Wineries,Plymouth,38.5483722164585,-120.828047418958,Story Winery,53.0,4.0,95669.0
88,88,88.0,12225 Steiner Rd,Wine Tasting Room,Plymouth,38.541032,-120.7959128,Rombauer Vineyards,19.0,3.5,95669.0
89,89,89.0,19955 Shenandoah School Rd,Wineries,Plymouth,38.498374583080704,-120.809679905865,SLO 2 20 Winery & Vineyard,1.0,5.0,95669.0
90,90,90.0,11011 Shenandoah Rd,Wineries,Plymouth,38.5230342,-120.8190804,Vino Noceto,103.0,4.0,95669.0
91,91,91.0,2000 Capitol Ave,French,Sacramento,38.57315300000001,-121.481208,The Waterboy,810.0,4.0,95811.0
92,92,92.0,12138 Steiner Rd,Wineries,Plymouth,38.53842,-120.79741,Dillian Wines,31.0,4.0,95669.0
93,93,93.0,12500 Steiner Rd,Wineries,Plymouth,38.5384292602539,-120.79039764404301,Iron Hub Winery,40.0,4.5,95669.0
94,94,94.0,,Wineries,Clarksburg,38.419342041015604,-121.53036499023399,Schmitz 24 Brix Wines,1.0,5.0,95612.0
95,95,95.0,11903 Shenandoah Rd,Wineries,Plymouth,38.525207,-120.819376,Amador Cellars,32.0,4.0,95669.0
96,96,96.0,10600 Shenandoah Rd,Wineries,Plymouth,38.5059661865234,-120.823135375977,Villa Toscano Winery,156.0,3.0,95669.0
97,97,97.0,17000 Latrobe Rd,Wineries,Plymouth,38.46278,-120.91774,Sera Fina Cellars,85.0,4.5,95669.0
98,98,98.0,19919 Shenandoah School Rd,Wine Tasting Room,Plymouth,38.4972,-120.81494,C. G. Di Arie Winery Tasting Room,30.0,4.5,95669.0
99,99,99.0,11270 Shenandoah Rd,Wineries,Plymouth,38.52676500000001,-120.813232,Borjon Winery,73.0,4.0,95669.0
100,100,100.0,14520 Ridge Rd,Wineries,Sutter Creek,38.398451,-120.755804,Avio Vineyards,38.0,4.0,95685.0
101,101,101.0,14520 Ridge Rd,Wineries,Sutter Creek,38.398451,-120.755804,Avio Vineyards,38.0,4.0,95685.0
102,102,102.0,236 Lincoln Ctr,American (New),Stockton,38.0112339964313,-121.32260755350401,Market Tavern,905.0,4.0,95207.0
103,103,103.0,10861 Shenandoah Rd,Wine Tasting Room,Plymouth,38.51823,-120.82371,Scott Harvey Wines Tasting Room,36.0,4.0,95669.0
104,104,104.0,77 Orange Ave,Breweries,Bangor,39.398569,-121.422819,Hickman Family Vineyards,5.0,5.0,95914.0
105,105,105.0,6857 La Porte Rd,"Beer, Wine & Spirits",Bangor,39.4090653404499,-121.388223096728,Spencer Shirey Wines,2.0,5.0,95914.0
106,106,106.0,9275 Midway,Wineries,Durham,39.6409848,-121.799213,Bertagna Son Kissed Vineyards,5.0,4.5,95938.0
107,107,107.0,6237 Cohasset Rd,Wineries,Chico,39.8386077880859,-121.840133666992,Odyssey Winery & Vineyards,2.0,4.5,95973.0
108,108,108.0,3471 Durham-dayton Hwy,Wineries,Chico,39.652194976806605,-121.851455688477,Nessere Vineyards,4.0,5.0,95928.0
109,109,109.0,1075 E 20th St,Breweries,Chico,39.72469,-121.81436,Sierra Nevada Taproom & Restaurant,1003.0,4.0,95928.0
110,110,110.0,9345 Stanford Ln,Wineries,Durham,39.642845,-121.786568,Gale Vineyards,11.0,3.5,95938.0
111,111,111.0,222 W 2nd St,Wine Tasting Room,Chico,39.72957,-121.84183,LaRocca Vineyards Tasting Room,10.0,3.5,95928.0
112,112,112.0,652 Luds Way,Wineries,Oroville,39.49115,-121.65709,LIVE VINE Vineyard & Winery,1.0,5.0,95965.0
113,113,113.0,90 Grey Fox Ln,Wineries,Oroville,39.4949150085449,-121.474639892578,Grey Fox Vineyards,4.0,4.5,95966.0
114,114,114.0,323 Ward Blvd,Venues & Event Spaces,Oroville,39.51626,-121.4903747,Long Creek Winery and Ranch,9.0,4.0,95966.0
115,115,115.0,3220 El Camino Real,Cideries,Atascadero,35.50499,-120.69166,Bristols Cider House,76.0,4.5,93422.0
116,116,116.0,18125 Rosemary Ln,Wineries,Grass Valley,39.0618717,-121.1858267,Naggiar Vineyards and Winery,52.0,4.5,95949.0
117,117,117.0,4045 St Helena Hwy,Wineries,Calistoga,38.558200187828795,-122.54317760467501,Castello di Amorosa,3560.0,4.0,94515.0
118,118,118.0,6496 Marindustry Dr,Cideries,San Diego,32.88239,-117.17715,Guthrie CiderWorks,24.0,5.0,92121.0
119,119,119.0,711 Mccauley Ranch Rd,Wine Bars,Angels Camp,38.0663281,-120.5542289,The Cellar Room,1.0,5.0,95222.0
120,120,120.0,772 Appaloosa Rd,Wineries,Angels Camp,38.03835,-120.62482,Prospect 772,19.0,5.0,95222.0
121,121,121.0,419 Main St,Wine Tasting Room,Murphys,38.1374876446205,-120.464486131283,Mineral Wines,7.0,4.5,95247.0
122,122,122.0,1209 Hwy 49,"Beer, Wine & Spirits",Angels Camp,38.0917091,-120.5795364,Vodka Morava,1.0,5.0,95222.0
123,123,123.0,263 A Main St,Wineries,Murphys,38.137397,-120.461182,La Folia Winery,33.0,4.5,95247.0
124,124,124.0,425 Main St,Wine Tasting Room,Murphys,38.1374301,-120.464503,Lavender Ridge Vineyard,86.0,4.0,95247.0
125,125,125.0,380 Main St,Wineries,Murphys,38.13795,-120.46363999999998,Frog's Tooth Vineyards,48.0,4.5,95247.0
126,126,126.0,34 Main St,Women's Clothing,Sutter Creek,38.3928493,-120.8026255,Unique Boutique for U,8.0,5.0,95685.0
127,127,127.0,425 Main St,Wineries,Murphys,38.1375016946203,-120.46425104141198,Hatcher Winery,124.0,3.0,95247.0
128,128,128.0,1969 Hwy 4,Wineries,Douglas Flat,38.1089859455824,-120.46108536422301,Chatom Winery,41.0,4.0,95229.0
129,129,129.0,1690 Monge Ranch Rd,Wineries,Douglas Flat,38.112392,-120.45195,Ayrael Vieux,7.0,5.0,95251.0
130,130,130.0,8345 Main St,Wineries,Mokelumne Hill,38.30188,-120.70606,Renegade Winery,44.0,4.5,95245.0
131,131,131.0,457 S Algiers St,Wineries,Murphys,38.1372429,-120.4645688,Bodega Del Sur Tasting Room,21.0,4.5,95247.0
132,132,132.0,1894 Six Mile Rd,Wineries,Murphys,38.120867,-120.467255,Ironstone Vineyards,171.0,4.0,95247.0
133,133,133.0,634 French Gulch Rd,Wineries,Murphys,38.138134584027796,-120.469722747803,Val du Vino,54.0,4.5,95247.0
134,134,134.0,403 Main St,Wineries,Murphys,38.13732,-120.46395,Newsome Harlow Wines,66.0,4.0,95247.0
135,135,135.0,276 Main St,Wineries,Murphys,38.137631,-120.461543,Milliaire Winery,41.0,4.5,95247.0
136,136,136.0,949 Green Meadow Ct,Wine Tasting Room,Murphys,38.12406,-120.44948,Locke Vineyards,6.0,5.0,95247.0
137,137,137.0,65 E Saint Charles St,Wineries,San Andreas,38.19582,-120.67955,Catano Winery,2.0,4.5,95249.0
138,138,138.0,1894 Six Mile Rd,Wineries,Murphys,38.120867,-120.467255,Ironstone Vineyards,171.0,4.0,95247.0
139,139,139.0,425 Main St,Wine Tasting Room,Murphys,38.1374301,-120.464503,Lavender Ridge Vineyard,86.0,4.0,95247.0
140,140,140.0,448 Main St,Wineries,Murphys,38.13793,-120.46496,Renner Winery Tasting Room,46.0,4.5,95247.0
141,141,141.0,435 Main St,Wineries,Murphys,38.137466,-120.464729,Tanner Vineyards,27.0,4.5,95247.0
142,142,142.0,8330 Airola Rd,Guest Houses,Vallecito,38.023644,-120.479955,Villa Vallecito Vineyards - Mi Compania Dulce,7.0,4.5,95222.0
143,143,143.0,363 Main St,Wineries,Murphys,38.13724000000001,-120.46308,Twisted Oak,103.0,3.5,95247.0
144,144,144.0,2173 E Highway 12,Wineries,Valley Springs,38.20523,-120.79175,Domaine Becquet Winery,3.0,5.0,95252.0
145,145,145.0,2250 Monument Blvd,"Beer, Wine & Spirits",Concord,37.957706706132,-122.03572684638,Monument Wine & Spirits,68.0,4.5,94520.0
146,146,146.0,1029 Grant Ave,Bakeries,San Francisco,37.79633,-122.40703,Golden Gate Bakery,3251.0,4.5,94133.0
147,147,147.0,1240 Duhig Rd,Wineries,Napa,38.254698,-122.356973,Domaine Carneros,1983.0,4.0,94559.0
148,148,148.0,5635 San Diego St,Yoga,El Cerrito,37.90005,-122.30727,Bridges Rock Gym,255.0,4.5,94530.0
149,149,149.0,150 Morello Ave,Wineries,Martinez,38.0044721,-122.1016811,Viano Winery,64.0,4.5,94553.0
150,150,150.0,1111 White Ln,Wineries,Saint Helena,38.48901,-122.44811,V. Sattui Winery,3514.0,4.0,94574.0
151,151,151.0,337 San Anselmo Ave,Italian,San Anselmo,37.9732419,-122.5622363,Valenti & Co,240.0,4.5,94960.0
152,152,152.0,1969 Joseph Dr,Wineries,Moraga,37.847411,-122.099704,Captain Vineyards,60.0,5.0,94556.0
153,153,153.0,55 Laird Dr,Wineries,Moraga,37.856874,-122.132958,Parkmon Vineyards,1.0,4.0,94556.0
154,154,154.0,C L Tilden Park 29-002 Dam,Venues & Event Spaces,Berkeley,37.8938083,-122.2453362,Brazilian Room,113.0,4.5,94708.0
155,155,155.0,14347 Sonoma Hwy,Wineries,Glen Ellen,38.3593562,-122.5051277,Arrowood Vineyard & Winery,104.0,4.0,95442.0
156,156,156.0,1325 Canal Blvd,Wine Tasting Room,Richmond,37.905164313510795,-122.36441739898001,Carica Wines,4.0,5.0,94804.0
157,157,157.0,13 Pacific Ave,Wineries,Rodeo,38.0383941197852,-122.27163427407801,Four Fools Winery,35.0,4.5,94572.0
158,158,158.0,2501 Monarch St,Breweries,Alameda,37.786577,-122.309303,Faction Brewing,482.0,4.5,94501.0
159,159,159.0,1 Meritage Ln,Wine Tasting Room,WALNUT CREEK,37.907541,-121.995387,Shadowbrook Winery,8.0,4.0,94598.0
160,160,160.0,643 Bee St,Wineries,Placerville,38.7322120666504,-120.808486938477,Nello Olivo Wines,61.0,4.5,95667.0
161,161,161.0,2826 Barkley Rd,Wineries,Camino,38.7457504272461,-120.691436767578,Honey Bear Ranch Winery,1.0,1.0,95709.0
162,162,162.0,2569 Larsen Dr,Fruits & Veggies,Camino,38.7489599,-120.68028,Rainbow Orchards,218.0,4.5,95709.0
163,163,163.0,3500 Carson Rd,Wineries,Camino,38.73947,-120.70053,diVittorio Winery,7.0,4.0,95667.0
164,164,164.0,3500 Carson Rd,Wineries,Camino,38.739880454674,-120.70051630185199,Findleton Estate & Winery,22.0,4.5,95709.0
165,165,165.0,4341 N Canyon Rd,Fruits & Veggies,Camino,38.755218505859396,-120.68543243408199,Motherlode Orchards,1.0,5.0,95709.0
166,166,166.0,2560 High Hill Rd,Wineries,Camino,38.744546672591895,-120.718219147426,Madrona Vineyards,76.0,4.5,95709.0
167,167,167.0,3500 Carson Rd,Wineries,Camino,38.7408844,-120.7001469,Illuminare Estate Winery,22.0,4.0,95709.0
168,168,168.0,346 Main St,"Beer, Wine & Spirits",Placerville,38.7284138,-120.8019779,The Wine Smith,40.0,4.0,95667.0
169,169,169.0,3550 Carson Rd,Wineries,Camino,38.7409284710884,-120.697218328714,Crystal Basin Cellars,112.0,4.5,95709.0
170,170,170.0,6100 Gray Rock Rd,Wineries,Fair Play,38.606456,-120.6464,Colibri Ridge Winery & Vineyard,6.0,4.0,95684.0
171,171,171.0,12455 Steiner Rd,Hotels,Plymouth,38.543284,-120.791603,Amador Harvest Inn,11.0,4.5,95669.0
172,172,172.0,8061 Perry Creek Rd,Wineries,Somerset,38.59651,-120.65739,Iverson Vineyards & Winery,17.0,4.5,95684.0
173,173,173.0,6028 Grizzly Flat Rd,American (New),Somerset,38.6474534,-120.6850331,Gold Vine Grill & Wine Bar,90.0,4.5,95684.0
174,174,174.0,8221 Stoney Creek Rd,Wineries,Falr Play,38.58765800000001,-120.652308,Winery by the Creek,9.0,4.0,95684.0
175,175,175.0,6320 Marestail Rd,Wineries,Fair Play,38.59522,-120.67427,Cedarville Vineyard,6.0,5.0,95684.0
176,176,176.0,7261 Fair Play Rd,Wineries,Fair Play,38.601581,-120.683978,MV Winery,19.0,4.0,95684.0
177,177,177.0,6470 Irish Acres Rd,Wine Tasting Room,Somerset,38.60108,-120.646575,Oakstone Winery,17.0,5.0,95684.0
178,178,178.0,33 Main St,Wineries,Sutter Creek,38.39210300000001,-120.803048,Miller Wine Works,22.0,2.5,95685.0
179,179,179.0,7400 Perry Creek Rd,Wineries,Somerset,38.6093590516097,-120.657606124878,Perry Creek Winery,43.0,4.0,95684.0
180,180,180.0,5869 Traverse Creek Rd,Venues & Event Spaces,Garden Valley,38.82483,-120.81094,Rome Valley Vineyards,13.0,3.5,95633.0
181,181,181.0,6220 Prospectors Rd,Venues & Event Spaces,Garden Valley,38.8272336479774,-120.898392509996,Jose Wine Caves,14.0,5.0,95633.0
182,182,182.0,19890 Shenandoah Rd,Wineries,Plymouth,38.496624498118,-120.825149998652,Wilderotter Vineyard,70.0,4.0,95669.0
183,183,183.0,5200 D'Agostini Dr,Wineries,Mount Aukum,38.5597828030586,-120.73679231107201,C G Di Arie Vineyard & Winery,7.0,5.0,95656.0
184,184,184.0,425 Main St,Wine Tasting Room,Murphys,38.1374301,-120.464503,Lavender Ridge Vineyard,86.0,4.0,95247.0
185,185,185.0,2221 Fruitridge Rd,Wineries,Placerville,38.751442,-120.741114,Lava Cap Winery,121.0,4.0,95667.0
186,186,186.0,2701 Carson Rd,Wineries,Placerville,38.74375177068121,-120.732187265007,Grace Patriot Wines,68.0,4.5,95667.0
187,187,187.0,3405 Carson Ct,Wineries,Placerville,38.737945,-120.704487,Jodar Vineyard & Winery,104.0,4.5,95667.0
188,188,188.0,2120 Four Springs Trl,Wineries,Placerville,38.67774,-120.6384,Miraflores Winery,43.0,4.5,95667.0
189,189,189.0,741 Cold Springs Rd,Venues & Event Spaces,Placerville,38.77993774414061,-120.89026641845699,David Girard Vineyards,46.0,4.0,95667.0
190,190,190.0,3500 Carson Rd,Wineries,Camino,38.7408844,-120.7001469,Illuminare Estate Winery,22.0,4.0,95709.0
191,191,191.0,4560 Cabernet Way,Wineries,Placerville,38.6803436279297,-120.697090148926,Sierra Vista Winery,32.0,4.5,95667.0
192,192,192.0,4520 Pleasant Valley Rd,Wineries,Placerville,38.68313598632809,-120.66389465332001,Auriga Wine Cellars,8.0,5.0,95667.0
193,193,193.0,3395 Kincade Dr,Wine Tasting Room,Placerville,38.688938140869105,-120.710830688477,Mais Fica,4.0,4.5,95667.0
194,194,194.0,2901 High Hill Rd,Fruits & Veggies,Placerville,38.7397,-120.71252,High Hill Ranch,362.0,4.0,95667.0
195,195,195.0,2750 Jacquier Rd,Wine Tasting Room,Placerville,38.738334,-120.759951,Starfield Vineyards,6.0,5.0,95667.0
196,196,196.0,120 Jacquier Ct,Wineries,Placerville,38.74077,-120.76003,Fenton Herriott Vineyards,43.0,4.0,95667.0
197,197,197.0,5869 Traverse Creek Rd,Venues & Event Spaces,Garden Valley,38.82483,-120.81094,Rome Valley Vineyards,13.0,3.5,95633.0
198,198,198.0,3400 Carson Ct,Wine Tasting Room,Placerville,38.737851,-120.703768,Via Romano Vineyards,23.0,4.5,95667.0
199,199,199.0,4282 Pleasant Valley Rd,Wineries,Placerville,38.691233,-120.67373870000002,Narrow Gate Vineyards,35.0,4.5,95667.0
200,200,200.0,900 2nd St,Wineries,Sacramento,38.5842514038086,-121.503631591797,Twisted Twig Winery - Tasting Room,7.0,3.5,95814.0
201,201,201.0,3680 Leisure Ln,Wineries,Placerville,38.675863,-120.696775,Holly's Hill Vineyards,42.0,4.5,95667.0
202,202,202.0,46 Main St,Wine Tasting Room,Sutter Creek,38.39321299109249,-120.802794596295,Uphill Vineyards,12.0,4.5,95685.0
203,203,203.0,4771 Greenhills Rd,Wineries,Placerville,38.6896324157715,-120.73560333252001,Chateau Rodin Winery,11.0,2.0,95667.0
204,204,204.0,1709 Carson Rd,Wineries,Placerville,38.7436943054199,-120.77572631835899,Boeger Winery,196.0,4.0,95667.0
205,205,205.0,2160 Carson Rd,Wineries,Placerville,38.74451,-120.75392,Smokey Ridge Ranch,3.0,3.5,95667.0
206,206,206.0,2860 High Hill Rd,Candy Stores,Placerville,38.741644,-120.711886,Fudge Factory Farm,46.0,4.5,95667.0
207,207,207.0,4801 Rock Barn Rd,Wineries,Shingle Springs,38.67962,-120.91849,Thompsons Mining Camp Winery,1.0,4.0,95682.0
208,208,208.0,5720 French Creek Rd,Wineries,Shingle Springs,38.6175,-120.93219,Chevalier Winery,2.0,5.0,95682.0
209,209,209.0,3020 Vista Tierra Dr,Wineries,Camino,38.7341259,-120.70964270000002,Chateau Davell Boutique Winery,44.0,4.5,95709.0
210,210,210.0,7451 Fairplay Rd,Wineries,Somerset,38.5998453,-120.6749225,Van Der Vijver Estate,9.0,4.5,95684.0
211,211,211.0,7350 Fairplay Rd,Wine Tasting Room,Somerset,38.599527,-120.681468,Element 79 Vineyards and Winery,9.0,5.0,95684.0
212,212,212.0,2800 Omo Ranch Rd,Wineries,Fair Play,38.5667991015722,-120.70448040962201,Chateau Routon,3.0,3.5,95684.0
213,213,213.0,7060 Fairplay Rd,Wineries,Somerset,38.5994498438749,-120.692782218586,Gwinllan Estate,18.0,4.5,95684.0
214,214,214.0,7505 Grizzly Flat Rd,Venues & Event Spaces,Somerset,38.6261622332749,-120.622828602791,Saluti Cellars,49.0,5.0,95684.0
